Tarih,Aşama,Kanal,Özet,Telegram’a Gönderildi mi?,Prompt Tokens,Completion Tokens,Toplam Tokens
2025-06-01 14:52,Final,ww3media,"🚨İsrail Savunma Bakanı: 

Orduya, herhangi bir müzakereye bakılmaksızın Gazze'deki tüm hedeflere doğ",Evet,171,45,216
2025-06-01 14:53,Translate & Filter,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Hayır,151,2,153
2025-06-01 14:53,Translate & Filter,ateobreaking,Губернатор Мурманской области Андрей Чибис заявил об усилении мер безопасности в регионе,Hayır,131,2,133
2025-06-01 14:58,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 14:58,Translate & Filter,ateobreaking,**Кто-то должен понести наказание «башкой»: в Госдуме назвали атаки на российские аэродромы «провало,Hayır,186,2,188
2025-06-01 14:58,Translate & Filter,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Hayır,151,2,153
2025-06-01 14:58,Translate & Filter,ateobreaking,Губернатор Мурманской области Андрей Чибис заявил об усилении мер безопасности в регионе,Hayır,131,2,133
2025-06-01 15:03,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:03,Translate & Filter,ateobreaking,"Боевой офицер, полковник Тувайкин призвал не искать козла отпущения в армии, а обратить внимание на ",Hayır,160,2,162
2025-06-01 15:03,Translate & Filter,ateobreaking,**Кто-то должен понести наказание «башкой»: в Госдуме назвали атаки на российские аэродромы «провало,Hayır,186,2,188
2025-06-01 15:03,Translate & Filter,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Hayır,151,2,153
2025-06-01 15:08,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:08,Final,ateobreaking,"Боевой офицер, полковник Тувайкин призвал не искать козла отпущения в армии, а обратить внимание на ",Evet,160,44,204
2025-06-01 15:09,Translate & Filter,ateobreaking,**Кто-то должен понести наказание «башкой»: в Госдуме назвали атаки на российские аэродромы «провало,Hayır,186,2,188
2025-06-01 15:09,Translate & Filter,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Hayır,151,2,153
2025-06-01 15:14,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:14,Final,ateobreaking,**Кто-то должен понести наказание «башкой»: в Госдуме назвали атаки на российские аэродромы «провало,Evet,186,43,229
2025-06-01 15:14,Translate & Filter,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Hayır,151,2,153
2025-06-01 15:19,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:19,Translate & Filter,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Hayır,151,2,153
2025-06-01 15:24,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:25,Final,ateobreaking,"Минобороны РФ выступило с заявлением по сегодняшним атакам дронов на российские регионы:

«Сегодня к",Evet,292,62,354
2025-06-01 15:25,Translate & Filter,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Hayır,151,2,153
2025-06-01 15:30,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:30,Translate & Filter,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Hayır,151,2,153
2025-06-01 15:35,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:35,Final,ateobreaking,"Между тем, Telegram-канал Министерства обороны России не обновлялся с 13:06, нечастое явление, так к",Evet,151,34,185
2025-06-01 15:41,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:46,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:46,Final,ateobreaking,"**Reuters публикует полный текст документа, который Украина завтра привезет в Стамбул.**

__I часть.",Evet,1105,63,1168
2025-06-01 15:51,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:56,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 15:57,Final,ateobreaking,"CША не были предупреждены об атаке на российские авиабазы, — собеседник NBC News в Белом доме",Evet,135,33,168
2025-06-01 16:02,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:07,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:07,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:12,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:12,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:18,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:18,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:23,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:23,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:28,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:28,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:28,Final,ateobreaking,Российские военные прокуроры выехали на места атак украинских БПЛА,Evet,128,26,154
2025-06-01 16:34,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:34,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:39,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:39,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:44,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:44,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:44,Final,ateobreaking,"До сегодняшних атак Россия имела 54 самолета Ту-22М3 и 58 Ту-95М**. **Неясно, сколько из этих самоле",Evet,154,43,197
2025-06-01 16:50,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:50,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 16:55,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 16:55,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 17:00,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 17:00,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 17:05,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 17:05,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 17:05,Final,ww3media,"🔴İran Atom Enerjisi Kurumu Başkanı:

Güvenlik Anlaşması ve Nükleer Silahların Yayılmasının Önlenmesi",Evet,156,40,196
2025-06-01 17:06,Final,ww3media,"🔴Hamas: 

Uluslararası toplumu ve Birleşmiş Milletleri, halkımızın özgürlüğüne, kendi kaderini tayin",Evet,155,40,195
2025-06-01 17:11,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 17:11,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 17:11,Final,ww3media,"🚨Hamas:

İsrail’deki ABD Büyükelçisi Huckabee’nin, Filistin Devleti’nin Fransız topraklarında kurulm",Evet,195,48,243
2025-06-01 17:17,Translate & Filter,conflict_tr,"🔴 Adalet Bakanı Tunç: 

""Yeni düzenlemeyle toplumumuzda oluşturulmaya çalışılan cezasızlık algısı or",Hayır,145,2,147
2025-06-01 17:17,Translate & Filter,conflict_tr,🔴 Fransa'da çocukların bulunabileceği tüm açık alanlarda sigara içmek yasaklandı.,Hayır,132,2,134
2025-06-01 17:17,Final,ww3media,"🔴İsrail Ordusu, Gazze'nin kuzeyindeki Nura El-Kâbi Diyaliz Hastanesi'ni bombalayarak hastaneyi tamam",Evet,149,37,186
